과목명,강의 내용,상세 URL
따라하며 배우는 데노(DENO) - 기본 강의,"출시 전부터 많은 관심을 받았던 데노가 드디어 나왔습니다.
이 강의에서 데노가 노드와 어떻게 다르며 어떻게 데노를 다루는지를 배울 수 있습니다.",https://www.inflearn.com/course/따라하며-배우는-디노-기본?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
태블로를 활용한 시간 데이터 시각화,"라인 차트 이외에 날짜 및 시간 데이터를 시각화하는 방법을 모색하고, 라인 차트의 활용성을 높일 수 있는 업그레이드 방안을 공유합니다",https://www.inflearn.com/course/태블로-시간데이터-시각화?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
JSP 웹 쇼핑몰 프로그래밍 기본 과정(JSP WEB Programming),"JSP 기초 부터 차량 구매 쇼핑몰 프로젝트까지 완성할 수 있는 강의로, 학습을 마치면 바로 실전 프로젝트를 수행할 수 있게 됩니다. (본 강의는 질의응답을 제공하지 않는 강의입니다.)",https://www.inflearn.com/course/jsp-웹개발-쇼핑몰-프로그래밍?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
윤재성의 안드로이드를 위한 자바 프로그래밍,"안드로이드 앱개발을 위해 꼭 필요한 자바 부분을 선별해서 강의를 만들었습니다. 총 강의 시간 13시간 30분입니다.

안드로이드 개발하기전에 한번 정리 하시면 많은 도움이 될것입니다.

유튜브 소프트캠퍼스 채널에 더 많은 강의가 있습니다.

많은 도움이 되었으면 합니다.

강사 윤재성 강사",https://www.inflearn.com/course/android_java?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
카카오 김영삼 작가의 카톡 이모티콘 작가되기,"카카오와 라인에서 이모티콘 작가로 활동 하고 계신 김영삼 강사님의 이모티콘 디자인 부터 카카오톡, 라인에 이모티콘을 제작하여 제안하고 수익을 내는 모든 경험을 강의로 담았습니다.",https://www.inflearn.com/course/이모티콘?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
윤재성의 Oracle SQL Database 11g PL/SQL Developer,쉬운 설명과 예제를 현업에 바로 적용할 수 있도록 구성 하였습니다.,https://www.inflearn.com/course/oracle?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
윤재성의 처음시작하는 HTML & HTML5 Tutorials,반응형 웹 페이지 제작을 위해 필수 적인 HTML&HTML5를 익힐수 있다.,https://www.inflearn.com/course/html-2?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
5. 유니티가 익숙한 중급자를 위한 고급 문법 강의,유니티에 익숙한 중급자가 알면 좋은 고급 문법을 다룹니다.,https://www.inflearn.com/course/게이머tv-유니티-중급자-문법?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
3. 유니티가 어려운 초보자를 위한 기초 문법 강의,유니티 강의가 어려운 기초가 부족한 분들에게 기초를 설명합니다.,https://www.inflearn.com/course/게이머tv-유니티-초보자-문법?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
챗GPT와 파이썬으로 주식 자동매매 앱 및 웹 투자 리포트 만들기,"챗GPT로 어디까지 할 수 있니? 시리즈,
주식 자동매매 애플리케이션과 웹 투자 리포트 제작하기!",https://www.inflearn.com/course/챗gpt-파이썬-주식자동매매-앱웹-투자리포트-만들기?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
2024년 가장 최신의 ChatGPT 마스터 클래스,"2024년 가장 최신의 정보로 기획한 ChatGPT 강의입니다.
대기업, 금융권 현장 강의내용을 토대로 실무에 입각한 3.5, 4.0 프롬프트 실습, 그리고 다양한 생성형 AI 툴 활용까지 담았습니다.",https://www.inflearn.com/course/가장최신-chatgpt-마스터클래스?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
애자일 주요 철학과 원리,자기조직화가 무언가요? 애자일이 왜 좋은 건가요? 애자일의 근본 원리를 이해하고 싶으신 분들을 위한 강의.  애자일 방법론이 What이라면 애자일 원리는 Why에 해당합니다.,https://www.inflearn.com/course/애자일-철학-원리?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
[보안] Wazuh+ELK(SIEM)를 활용한 위협헌팅(Threat Hunting) 시스템 구축 및 운영실습 (기초),[보안 전문가를 위한 교육] Wazuh와 ELK 스택을 결합하여 최적의 위협헌팅 시스템을 직접 구축하고 운영하는 방법을 마스터하세요. 현장에서 바로 적용 가능한 전략과 실습을 통해 보안 능력을 한 단계 업그레이드합니다!,https://www.inflearn.com/course/wazuh-elk-위협헌팅-시스템-구축-운영실습-기초?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
웹디자인기능사 자격증 대비(2023년 출제기준 반영버전),웹디자인기능사 출제기준 2023년 버전에 맞추어 누구나 합격할 수 있도록 제작하였습니다. 5가지 유형을 배우고 빠르게 합격합시다!,https://www.inflearn.com/course/웹디자인기능사-자격증-webstoryboy?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
당신의 창의적인 웹을 만들어보세요: Parallax ScrollTrigger 마스터 클래스,"다양한 웹 사이트에서 Parallax ScrollTrigger를 사용하여 멋진 효과를 구현하고 있습니다. 
우리도 이 라이브러리를 사용하여 창의적이고 인상적인 웹 페이지를 만들어 봅시다.",https://www.inflearn.com/course/parallax-scroll-trigger-마스터클래스?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
리셀봇 원리로 알아보는 Cypress,"자동 로그인, 자동 상품 구매 동작 원리를 Cypress를 통해서 배워봅니다",https://www.inflearn.com/course/리셀봇-원리로-알아보는-cypress?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
"코틀린 멀티플랫폼, 미지와의 조우","코틀린 멀티플랫폼과 함께 리액트와 스프링으로 하나의 완전한 웹 애플리케이션을 만들어 봅니다. 이 과정에서 코틀린 멀티플랫폼 프로젝트를 이해하고, 더 나아가 클라이언트와 서버의 공유 로직 작성, Kotlin/JS 기반 리액트 및 Kotlin/JVM 기반 스프링 웹 프로그래밍을 경험 할 수 있습니다!",https://www.inflearn.com/course/코틀린-멀티플랫폼?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
Flutter 중급 2편 - 실전 앱 개발 - 미국 주식 앱 (with 클린 아키텍처),"로컬 DB를 이용한 캐싱 기법, CSV 파싱, Canvas를 활용한 커스텀 드로잉을 포함한 앱을 클린 아키텍처로 구현하는 예제를 경험할 수 있습니다.",https://www.inflearn.com/course/플러터-고급-실전-주식앱?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
"잘나가는 PM, PO가 말하는 기획자의 커리어",고객의 입장에서 제품을 볼 수 있게 하고 비즈니스로 연결하는 역할인 PO/PM 및 기획자에 대한 컨퍼런스입니다.,https://www.inflearn.com/course/잘나가는-기획자-커리어?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
iOS12 앱 개발 퍼펙트 가이드,"최신 개발 스타일을 기초부터 차근차근 실제 앱까지 만들 수 있게 해드립니다.
아직까지도 제대로된 강의를 찾지 못하신 분들에게 앱을 제대로 만들 수 있는 확실한 방법을 제시합니다.
기초부터 차근차근 앱을 만들기까지 최대한의 모든과정을 자세히 담아 강의로 만들었습니다.",https://www.inflearn.com/course/ios?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
iOS AutoLayout을 활용한 실전 UI구성 전략 - 카카오톡 같은 고급 UI 만들기,실제 존재하는 iOS 앱의 UI를 다각도로 분석하여 전문가 수준의 화면구성을 할 수 있도록 만들어 드립니다.,https://www.inflearn.com/course/autolayout-ui_ios?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
깡샘의 쌩초보 안드로이드 One Day Class – Part5 컴포넌트 이해하기,이 강의는 안드로이드 컴포넌트의 동작 방법과 활용 방법을 학습합니다. 안드로이드 앱의 핵심 구성요소는 컴포넌트입니다. 컴포넌트에 대한 제대로 된 이해없이 앱 개발을 하면 막히는 부분이 한두 군데가 아닙니다.,https://www.inflearn.com/course/깡샘의-쌩초보-안드로이드-part5?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
"쉽게 배우는 국내인증 기초 - KC, KCS, KS인증 편",제품 KC인증을 처음 접하시는 분을 위한 기초 강의 입니다.,https://www.inflearn.com/course/국내인증-기초-kc?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
네트워크 비전공자의 이야기,비전공자의 입장에서 만들어가는 강의라 모자랄 수도 있습니다. 하지만 비전공자이기에 무엇이 이해하기 어려웠는지는 더 잘 알지도 모릅니다.,https://www.inflearn.com/course/네트워크-비전공자-이야기?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
챗 GPT를 활용한 파이썬 프로그래밍,"파이썬의 기본 문법과 인기 있는 라이브러리를 활용 
챗GPT를 활용한 파이썬 문법과 라이브러리 코드 자동 생성",https://www.inflearn.com/course/chatgpt-활용한-python-프로그래밍?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
SQL 시작도 못한 분들 드루와요,기술도 흥미에서 시작해야 합니다. 회사 동료들의 MBTI 분석을 하는 땃지의 이야기를 준비했습니다. 왠지 SQL이 막막했던 분들이 즐겁게 공부를 시작하면 좋겠습니다.,https://www.inflearn.com/course/sql-시작도못한-분들-드루와요?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
발표자를 위한 Freeplane,"마인드맵을 잘 쓰고 있다면 활용 분야를 넓혀 보세요. 발표 자료, 주간 보고서, 연대기 타임라인, 애자일 스크럼 및 ToDo 리스트, 스토리 보드 등 다양한 분야에서 활용될 수 있습니다.",https://www.inflearn.com/course/발표자를-위한-freeplane?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
확률과 통계 기초,"수학 좋아하는 사람 손!
확률과 통계 배우고 싶은 사람 손!",https://www.inflearn.com/course/확률과-통계-기초?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
[코드캠프] 입문자를 위한 Javascript 알고리즘 이론+실습,"너무나 어렵게만 느껴지는 알고리즘... 수학과 친하지 않은 수강생이라도 이 강의 하나로 알고리즘 기초를 한 번에 끝낼 수 있을 거예요! 알고리즘을 푸는 데 필요한 기초 개념을 차근차근 배우고, 더 나아가 문제에 적용하는 코드캠프의 노하우까지 싹 다 알려드릴게요 :)",https://www.inflearn.com/course/자바스크립트-알고리즘-이론-실습?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
"데이터지도 ERD를 그려보자, MySQL 워크벤치","MySQL 워크벤치를 통해 ERD를 그려보고, 데이터베이스와 테이블로 전환하는 방법에 대해 알아봅니다.",https://www.inflearn.com/course/데이터지도-erd-mysql-워크벤치?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
파이널 컷 프로 중급,영상 제작 현장에서 가장 많이 쓰이고 있는 파이널 컷 프로(Final Cut Pro)를 효과적으로 써먹을 수 있는 비법을 알려드립니다.,https://www.inflearn.com/course/파이널컷-프로-중급?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
파이썬을 활용한 선형대수학 - NumPy와 SciPy의 활용,"이 강좌에서는 파이썬의 SciPy 라이브러리를 활용하여 다양한 행렬계산 관련 문제들을 푸는 방법을 배웁니다.파이썬을 몰라도, 선대개 지식이 얕아도 주어진 문제를 풀 수 있게 됩니다.",https://www.inflearn.com/course/선형대수학?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
데이터 분석가 파헤치기(직무분석과 데이터와 관련된 직군까지!),데이터 분석가로 취업하고 싶으신가요? 제가 겪었던 부분을 기반으로 실제 회사에서 데이터 직군별 업무에 대해서 한 번 살펴볼게요.,https://www.inflearn.com/course/데이터분석가-파헤치기-데이터직군?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
두고두고 써먹는 유니티 비동기 프로그래밍,"두고두고 써먹는 유니티 비동기 프로그래밍은
유니티를 어느 정도 할 줄 아는 수강생을 대상으로, 유니티의 코루틴과 UniTask를 이용하여 비동기 프로그래밍 방식으로 손쉽게 개발하는 방법을 알려드리는 유니티 개발 초급 강의입니다.",https://www.inflearn.com/course/유니티-비동기-프로그래밍?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
공식문서로 배우는 실전 타입스크립트,"타입스크립트를 제대로 이해하려면 공식문서를 한번쯤 보셔야겠죠?
문서에서 중요한 부분들만 콕 집어서 알기 쉽게 전달해드리고
실전에 필요한 내용들도 같이 알려드리는 강의입니다!",https://www.inflearn.com/course/공식문서-실전-타입스크립트?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
멀티패러다임 프로그래밍 언어 - 타입스크립트 (수요코딩회 ep.2 - 2.5),"타입스크립트에서 함수형, 객체지향 프로그래밍 패러다임을 섞어서 사용하는 코드를 소개합니다.",https://www.inflearn.com/course/멀티패러다임-프로그래밍언어-타입스크립트?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
주니어 기획자에게 필요한 중·고급 기술 스텍 : 웹기획 기초과정 [프로젝트 표준 워크플로],SI 및 차세대 프로젝트 웹기획자의 필수 역량인 RFP 분석부터 연계 정의 및 통합 설계 그리고 테스트 이행과 안정화로 이어지는 A부터 Z까지의 대형 프로젝트에서의 웹기획 업무 수행 절차를 단계적으로 배우는 강의입니다.,https://www.inflearn.com/course/웹-기획-기초-워크플로?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
미국 IT분야의 성공과 실패 스토리,"메인프레임 컴퓨터 시장을 석권하는 IBM의 등장부터 
클라우드 컴퓨팅 시장에서 조용히 수익을 내고 있는 아마존까지, 드라마보다 더 드라마틱한 현실 속 성공과 실패 스토리들 - 이야기로 풀어쓴 미국 IT의 역사",https://www.inflearn.com/course/미국-it분야-성공-실패-스토리?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
나의 재무제표 만들기: 엑셀을 활용한 개인재무 관리 시스템 구축,"부자가 되기 위한 첫걸음, 나의 자산현황과 현금흐름을 파악하는 것! 기업에서 활용되는 재무제표를 개인의 재테크에 활용하는 방법을 Andrew Kim 회계사에게 배워보시기 바랍니다.",https://www.inflearn.com/course/엑셀-개인재무-관리-시스템?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
영어 스몰톡 마스터: 모든 대화 200% 즐기는 비법,"첫인상부터 계약까지, 모든 것은 대화에서 시작됩니다. 지금 바로 이 강의를 수강하고, 다가오는 업무 상황에서 스몰톡을 무기로 삼아 커리어를 발전 시키세요.",https://www.inflearn.com/course/영어-스몰톡-마스터?attributionToken=ChI0MjkxMjkzODUyMDU1OTk0MTQQDRojcmVjb21tZW5kZV9yZWNvbW1lbmRlXzE3MDI1MjY0MzQwNjYiF3JlY29tbWVuZGVkLWZvci15b3UtY3ZyKAA6LI_y0RK08dES89GEEr7y0RKM8tESsvHREvfx0RL68dESqfLREq3y0RK78tES
