과목명,강의 내용,상세 URL,이미지 URL
오쌤의 캐드기초강의 (CAD),"버전에 관계없이 풍부한 예제를 통해서 강의를 따라하다보면 캐드의 기본기능을 습득할 수 있습니다. 효율적으로 도면을 그리는 방법과 치수 및 문자 스타일의 사용법, 축척이 적용된 도면을 출력하는 방법, 기계 및 건축 도면을 그리는 방법 등을 배울 수 있습니다.",https://www.inflearn.comhttps://www.inflearn.com/course/오쌤-캐드-기초?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/329926/cover/3539d630-ac80-4e49-8728-326e11b7f7c5/329926-eng.png?w=420
루커 스튜디오(구글 데이터 스튜디오)로 배우는 데이터 시각화 입문,"데이터 시각화의 기본 개념과 실무 프로세스를 소개하고, 루커 스튜디오(구 구글 데이터 스튜디오)를 활용해 실제로 대시보드를 구현해보는 강의입니다. 우리 비즈니스만의 맞춤 대시보드가 필요하다면 학습을 시작해보세요. 차근차근 따라하다 보면 어느새 나만의 대시보드를 만들 수 있는 노하우를 충분히 얻으실 수 있습니다.",https://www.inflearn.comhttps://www.inflearn.com/course/구글-데이터스튜디오-데이터시각화-입문?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/329850/cover/2bf08cff-c16a-4a13-9c04-588cef736c87/thumb.png?w=420
"쓱 지나가던 고객도 훅 끌어당기는 GDN 광고, 지금 배워 바로 쓰기","구글 애즈를 처음 접하는 분을 위해 구글의 광고 네트워크 개념부터 애즈의 전체 UI, 특징, 캠페인의 종류와 입찰전략, 디스플레이 네트워크 캠페인의 다양한 타겟팅, 광고 소재의 규격과 유의사항 등을 익힐 수 있는 과정!",https://www.inflearn.comhttps://www.inflearn.com/course/고객-끌어당기는-gdn광고?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/329773/cover/7f2aa0cf-8f2b-4eb2-b085-20a6406b16ce/329773-eng.png?w=420
유니티 Addressable 을 이용한 패치 시스템 구현,Unity의 대표적인 Asset 관리 시스템 Addressable을 이용해 바닥부터 패치 시스템 구현까지 핵심만 모아 다루어 봅니다.,https://www.inflearn.comhttps://www.inflearn.com/course/유니티-어드레서블-활용?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/329617/cover/9be28550-f7c5-42d9-b9b4-b6a7b6745fd5/329617-eng.png?w=420
구글 스프레드 시트 실전 테크닉,"구글의 엑셀, 구글 스프레드시트! 구글 스프레드 시트의 함수 사용법과 참조 방법에 대해 배워보세요. 강의를 듣고 나면 구글 스프레드 시트로 능숙하게 데이터 분석을 진행할 수 있습니다.",https://www.inflearn.comhttps://www.inflearn.com/course/구글-스프레드-실전-테크닉?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/329598/cover/c1113660-c534-4186-a635-19fc128f028f/329598-eng.png?w=420
생산성을 향상시키는 스프링부트 기반의 API 템플릿 프로젝트 구현,프로젝트 시작을 위한 전반적인 설정을 구현하고 템플릿 프로젝트로 등록하여 생산성을 극대화할 수 있습니다.,https://www.inflearn.comhttps://www.inflearn.com/course/스프링부트-api-템플릿?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/329136/cover/16a6e0a0-82ef-472c-a2ba-ce5cd3300800/329136-eng-v1.png?w=420
"[자동화 완전 정복] 인스타그램 휴대폰, 웹 자동화 프로그램 개발",자동화 강의에서 뉴스 크롤링.. 지겨우셨죠? 당신을 인스타그램 인플루언서로 만들어줄 자동화 프로그램 개발 강의입니다.,https://www.inflearn.comhttps://www.inflearn.com/course/자동화-완전-정복-인스타그램-프로그램?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/329289/cover/0d38eeb1-b3ff-4593-81f5-8da64078b140/329289-eng.png?w=420
[Book Talk Series] 비즈니스계 BTS가 추천한 비즈니스 명저 – CEO와 리더십,"아마존, 뉴욕타임스, 파이낸셜타임스, 이코노미스트, 월스트리트 저널, 하버드비즈니스리뷰가 선정한 지난 20년간 최고의 비즈니스 도서를 7명의 전문가가 100권으로 엄선하여 도서의 핵심 내용은 물론 주관적인 경험이나 느낌까지 더한 서평으로 소개하는 과정입니다.",https://www.inflearn.comhttps://www.inflearn.com/course/북토크-시리즈-비즈니스-명저-ceo-리더십?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/329271/cover/92f080fb-6d95-40be-b446-31fee6b187be/329271-eng.png?w=420
데이터 리터러시 Overview,"데이터를 수집, 처리, 분석하고 시각화하여 정확한 의사결정을 내릴 수 있는 역량을 만들어주는 강의! 
본 강의를 통해 데이터 분석에 필요한 엑셀 기능을 이해하고 원하는 결과를 도출해보세요!",https://www.inflearn.comhttps://www.inflearn.com/course/데이터-리터러시-개요?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/329229/cover/5e330337-0ad4-40d5-81e2-94eca50fef55/329229-eng.png?w=420
구글 스프레드시트 실무 입문,"(충격 실화) 강의 따라 실습하다보니 어느새 구글 스프레드시트 마스터가 되었다...? 😦
실습 수업만으로 스프레드시트 마스터가 될 수 있는 마법 같은 강의 🎁 지금 바로 만나보세요!",https://www.inflearn.comhttps://www.inflearn.com/course/구글-스프레드시트-실무-입문?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/329103/cover/c1569cda-4dd3-4fc4-bd82-21a45a849701/329103-eng.png?w=420
"미국 데이터분석 필수 솔루션, 알터릭스 자격증 따기",이 강의를 통하여 알터릭스에 대한 기본적인 이해와 일상적인 데이터 분석 업무를 위해서 필요한 18가지 툴을 이용하는 방법을 배울 수 있습니다. 특히 해당 강의에서 다루는 툴은 Alteryx Core Certificate 자격증의 출제 범위에 해당합니다.,https://www.inflearn.comhttps://www.inflearn.com/course/초보자를-위한-알터릭스?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/327209/cover/e9ae195f-c8cc-4bbe-93c6-ac400e3ade36/327209-eng.png?w=420
로블록스 점프 앤 런타워 게임 만들기 (초등용),『로블록스 점프 앤 런타워 게임 만들기: 초등편』 (길벗출판사) 독자를 위한 영상 가이드입니다. 책에 대한 업데이트 내용 등을 영상으로 쉽게 알려드립니다.,https://www.inflearn.comhttps://www.inflearn.com/course/로블록스-점프-게임-초등?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/329044/cover/e37671bd-a3c8-4b82-8d62-9748ed2c9f89/329044-eng-original.png?w=420
"비즈니스 애널리틱스, 전략적 의사결정 실무 마스터 클래스","비즈니스 내 🔥빅데이터🔥의 중요성은 알고 있지만 파이썬, R, SQL... 이름부터 어려운 데이터 분석 도구에 시작하기도 전에 포기하지는 않으셨나요? 이제 걱정하지 마세요😉 접근성이 높은 엑셀을 활용해 누구나 데이터를 분석하고, 가치있는 인사이트를 발굴해내는 방법을 배우는 초급자를 위한 강의!🎁",https://www.inflearn.comhttps://www.inflearn.com/course/전략적-의사결정-실무-마스터?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/329073/cover/359d80e0-329a-4aff-8450-a333e3f1ea37/329073-eng.png?w=420
시스코 네트워킹 아카데미: 사물인터넷 기초,"이 강의를 통해 IoT의 가치와 IoT가 우리의 삶과 사회를 어떻게 바꾸는지를 이해할 수 있습니다. IoT 장치 프로그래밍, IoT 장치 연결 기술, 빅데이터 분석 및 자동화에 대한 기초를 다질 수 있습니다. 디지털 트랜스포메이션에 대한 이해와 더불어 이것이 기업과 사회에 미치는 영향을 이해할 수 있습니다.",https://www.inflearn.comhttps://www.inflearn.com/course/사물인터넷-기초-시스코?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/329035/cover/f22129b6-522e-4ae2-86e6-111acd75acf0/329035-eng.png?w=420
핵심을 찾아내는 침해사고 분석,보안 분석가로서 업무를 수행하기 위해 필요한 기본적인 지식과 실습을 통해 침해사고분석 훈련을 진행하는 실습 중심의 강의입니다. 기업 침입대응 및 분석 업무에 필요한 실무 관점의 침해사고 분석 방법을 함께 살펴봅니다.,https://www.inflearn.comhttps://www.inflearn.com/course/침해사고-분석-입문?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/328521/cover/a030e6bb-47fc-4338-ad38-e2d58d441143/328521-eng.png?w=420
"[아파치 카프카 애플리케이션 프로그래밍] 개념부터 컨슈머, 프로듀서, 커넥트, 스트림즈까지!",실전 환경에서 사용하는 아파치 카프카 애플리케이션 프로그래밍 지식들을 모았습니다! 데이터 파이프라인을 구축하는데 핵심이 되는 아파치 카프카의 각종 기능들을 살펴보고 실습하는 시간을 가집니다.,https://www.inflearn.comhttps://www.inflearn.com/course/아파치-카프카-애플리케이션-프로그래밍?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/327041/cover/d1e15d56-83e2-464d-866d-09cd80bee4a2/327041-eng-original.png?w=420
생활코딩 - SQLite,"생활코딩(오픈튜토리얼스)에서 제공하는 SQLite 강의로, 관계형 데이터베이스 SQLite에 입문할 수 있습니다.",https://www.inflearn.comhttps://www.inflearn.com/course/생활코딩-에스큐엘라이트-시퀄라이트?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/328881/cover/a4618a5d-7607-4ae6-87f1-d8a5acdb20d0/328881-eng.png?w=420
[핵집] 2024 빅데이터 분석기사(실기)_작업형 1·2·3유형,"전/현직 데이터 전문가 알려주는 아주 쉬운 빅데이터분석기사(실기) 합격TIP!
비전공자도 이해하고 따라할 수 있는 가장 친절한 강의를 만나보세요!",https://www.inflearn.comhttps://www.inflearn.com/course/핵집-빅분기-실기?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/328859/cover/2f4e1a50-1f11-4b6f-9d90-60aded3bf230/328859-eng-original.jpg?w=420
증권사 출신이 알려주는 '재테크 초보를 위한 금융투자 강의',"금융권(은행/증권/보험) 금융상품들에 대한 기초와 필수 지식에 대해 배웁니다
이를 바탕으로 실제 투자에 적용할 노하우를 드리고, 알려지지 않은 금융권 내부의 문화와 현실에 대해서도 알아봅니다",https://www.inflearn.comhttps://www.inflearn.com/course/금융-투자-강의-초보?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/328771/cover/25663d5f-9b0a-4370-8c0d-4f4e7aaa7166/328771-eng.png?w=420
12시간 안에 끝내는 파이썬을 활용한 크롤링,이 강의는 단순 반복 업무에서 여러분을 해방시켜 줄 웹 크롤링을 12시간 내에 배울 수 있는 알짜배기 수업입니다. 빅데이터 전문 교육기관 스마트인재캠퍼스가 다년간 쌓아온 전문화된 교육방식을 토대로 데이터 수집을 효율적으로 하고싶은 분들을 위해 효율적인 2022년 최신 커리큘럼을 준비하였습니다!,https://www.inflearn.comhttps://www.inflearn.com/course/12시간-파이썬-크롤링?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/328642/cover/5f1a13ba-4135-45b1-b0c7-f60834409edf/328642-eng.png?w=420
S전자 인사팀 출신이 알려주는 개발능력 없이 개발자로 취업하기!,"이 강의는 비전공자, 취준생 들을 위한 취업, 이직, 알고리즘 강의입니다.",https://www.inflearn.comhttps://www.inflearn.com/course/비전공자-sw-개발자-취업?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/328115/cover/84363325-a80f-48bd-8209-932fe6c26616/328115-eng.png?w=420
"정규식과 함께 생산성 200%, 2x 엔지니어가 되어보자","유저가 입력하는 이메일이나 휴대폰 번호와 같은 정보들을 정규식을 사용하여 검증하고, 보기 좋게 가공하는 방법을 배웁니다.",https://www.inflearn.comhttps://www.inflearn.com/course/실무-정규식?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/326270/cover/1a58fc59-bed0-42e4-9c19-c1a3faab1003/326270-eng.png?w=420
한 방에 끝! 빅데이터분석기사 실기 작업형,"이 강의는 빅데이터 분석기사 실기를 준비하는 코.알.못들을 위해 제작되었습니다. 최대한 압축적으로 학습해 시험에 합격할 수 있게 도와드릴 뿐만 아니라, 진로 등을 고민하는 사람에게 가볍게 코딩 및 머신러닝 등에 대해 접해볼 수 있는 기회를 제공해드립니다.",https://www.inflearn.comhttps://www.inflearn.com/course/비전공자-빅분기-실기작업?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/328023/cover/2b93be34-df3a-4662-a8eb-83e6c2aa09c4/328023-eng.png?w=420
증권사 출신이 알려주는 '재테크 초보를 위한 금융투자해설'(텍스트강의),"금융권(은행/증권/보험) 저축 및 투자상품 구조와 수익발생 원리 해설 및 사용법 분석
재테크 초보들, 자산관리를 제대로 하고 싶은 분들을 위한 최초의 해설서",https://www.inflearn.comhttps://www.inflearn.com/course/금융-투자-해설-초보?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/328293/cover/2caba2c7-5936-4c2e-9b26-04a5faf9284a/328293-eng.png?w=420
콘텐츠 마케팅,기획을 빠르게 실행으로 옮기기 위해 필요한 콘텐츠 제작 능력! 본 강의는 소비자를 유도하는 콘텐츠를 제작 및 배포하는 과정을 다룹니다. 강의를 끝낸 여러분은 어느새 진정한 콘텐츠 마케터가 되어 있을 겁니다!,https://www.inflearn.comhttps://www.inflearn.com/course/콘텐츠-마케팅-마소캠?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/328350/cover/f216aa5a-f483-480d-99c1-7098a54a9480/328350-eng.png?w=420
[스마트 워킹 실무] 노션으로 똑똑하게 일하기,쉽고 편하게 다양한 기능을 제공하는 협업 툴 노션의 핵심 기능과 꿀팁을 빠르게 학습하는 과정! 가입부터 효과적인 활용까지 체계적으로 학습하고 업무 효율과 협업 능률을 올려보자!,https://www.inflearn.comhttps://www.inflearn.com/course/스마트워킹-실무-노션?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/328128/cover/11115dce-68f1-4f5c-a63c-76d9c725772b/328128-eng.png?w=420
MERN STACK 커뮤니티 : 시작부터 배포까지 알려주는 React,"MERN Stack을 활용하여 커뮤니티 어플리케이션을 제작하고, 배포합니다.
(MongoDB, Express, React, Node + Firebase)",https://www.inflearn.comhttps://www.inflearn.com/course/풀스택-커뮤니티-mern?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/328262/cover/c236071b-491e-4d28-a2be-562fd3d290d8/328262-eng.png?w=420
엑셀 업무 자동화 - 파워쿼리,"프로그래밍에 익숙하지 않은 일반인, 업무를 쉽게 처리하고 싶은 회사원 누구나 마우스 클릭 몇 번으로 데이터 처리 규칙을 만들고, 여러 자료를 합치며, 손쉽게 자동화하는 방법을 학습하는 과정!",https://www.inflearn.comhttps://www.inflearn.com/course/엑셀-업무자동화-파워쿼리?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/328086/cover/dfdfe5d7-608f-436c-8c2d-67adf38ab045/328086-eng.png?w=420
자바스크립트 : 기초부터 실전까지 올인원,"자바스크립트 기초강의, 응용강의, 포트폴리오 전용강의 따로따로 찾아 볼게 아니라, 강의하나로 자바스크립트 기초부터 현업이 쓰는 다양한 응용 기술, 포트폴리오 까지 다 끝내고 싶으신 분들을 위한 강의입니다.",https://www.inflearn.comhttps://www.inflearn.com/course/자바스크립트-올인원?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/328238/cover/f3821bcd-cac4-470a-b3bc-edc8d699a604/328238-eng.png?w=420
초보자를 위한 Sass 기초 강의 & 자몽톡 클론코딩,"Sass는 CSS의 확장 언어입니다. CSS의 단점을 보완해 뛰어난 생산성을 보장하며, 강력하고 간결합니다. 
기초 구문을 배우고, 배운 내용을 활용한 클론코딩을 즐기면서 Sass를 배워보세요. 재미는 더하고 부담은 덜었습니다!",https://www.inflearn.comhttps://www.inflearn.com/course/초보자-사스-기초강의-클론?attributionToken=ChQxMzg5OTgzNDg2ODU2MTEzMDI0MRANGiNyZWNvbW1lbmRlX3JlY29tbWVuZGVfMTcwMjUyNjQzNDA2NiIXcmVjb21tZW5kZWQtZm9yLXlvdS1jdnIoADossvHREvfx0RK08dES89GEEo_y0RK-8tESjPLREvrx0RK78tESrfLREqny0RI,https://cdn.inflearn.com/public/courses/328025/cover/1b564251-d3a4-4369-9b9d-3adceeae91ab/328025-eng-resize.png?w=420
